followers;genres;popularity;nationality;sex;group;founded;born;first_release;last_release;died;compilations;total_albums;total_appears_on;total_singles;total_tracks
590329;['conscious hip hop', 'east coast hip hop', 'gangster rap'];60;us;G;1;1985.0;;1987-10-02;2020-04-01;;9;24;3;13;484
934362;['dance pop', 'pop', 'post-teen pop'];74;uk;M;0;;1999.0;2017-07-25;2020-05-22;99.0;13;0;19;32;65
272505;['hip pop', 'neo soul', 'new jack swing'];44;us;M;0;;1968.0;1999-01-01;2018-08-03;1990.0;12;13;30;6;191
1245359;['classic soul', 'funk', 'memphis soul'];69;us;M;0;;1946.0;1967-01-01;2014-07-25;99.0;0;50;0;0;490
1583102;['la pop'];72;us;F;0;;1981.0;2016-11-24;2020-05-29;99.0;0;32;0;18;470
1007957;['desi pop', 'filmi', 'modern bollywood'];59;india;M;0;;1982.0;2000-05-24;2020-05-28;99.0;0;40;0;10;351
481322;['chicago rap', 'deep pop r&b', 'drill'];63;us;F;0;;1994.0;2014-02-24;2020-04-20;99.0;11;6;32;20;121
261743;['desi pop', 'filmi', 'modern bollywood'];57;india;M;0;;1984.0;2009-06-13;2018-10-17;99.0;17;3;28;26;95
222314;['adult standards', 'jazz funk', 'quiet storm'];57;us;M;0;;1940.0;1975-01-01;2019-07-14;2017.0;9;29;6;8;331
250616;['east coast hip hop', 'gangster rap', 'hardcore hip hop'];55;us;G;1;1989.0;;1993-01-01;2020-04-22;;8;16;19;18;289
415123;['alternative r&b', 'indie r&b', 'indie soul'];65;uk;M;0;;1988.0;2011-01-01;2020-04-03;99.0;7;1;39;16;50
332011;['country rap', 'redneck'];64;us;G;1;2002.0;;2010-09-28;2020-05-01;;9;16;27;12;238
379519;['dance pop', 'hip pop', 'neo soul'];52;us;M;0;;1972.0;2000-04-18;2020-04-20;99.0;8;4;42;6;63
1750923;['meme rap', 'trap', 'underground hip hop'];64;us;M;0;;1996.0;2016-11-18;2020-02-08;99.0;1;3;34;27;78
426822;['modern reggae', 'reggae', 'roots reggae'];63;us;M;0;;1972.0;2005-01-01;2020-05-29;99.0;10;7;31;23;116
520566;['dancehall', 'pop', 'pop rap'];74;uk;F;0;;1991.0;2016-12-16;2019-12-06;99.0;0;2;0;48;86
1775598;['bebop', 'contemporary post-bop', 'cool jazz'];68;us;M;0;;1926.0;1958-01-01;2020-05-29;1991.0;0;50;0;0;850
2367958;['hip hop', 'pop rap', 'rap'];78;us;M;0;;1988.0;2013-08-19;2020-05-22;99.0;0;8;0;42;152
261644;['canadian hip hop', 'ottawa rap', 'social media pop'];68;canada;M;0;;1994.0;2017-08-07;2020-05-25;99.0;0;3;6;45;72
267576;['german pop', 'german rock', 'liedermacher'];57;germany;M;0;;1946.0;1973-01-09;2020-01-10;99.0;0;50;0;0;891
224598;['italian hip hop', 'trap italiana'];49;italy;M;0;;1992.0;2012-07-05;2020-05-29;99.0;0;7;4;41;114
631792;['dance pop', 'pop', 'post-teen pop'];65;uk;G;1;2012.0;;2014-01-01;2015-07-24;;36;2;39;10;53
1968655;['alternative metal', 'nu metal', 'post-grunge'];72;south africa;G;1;1999.0;;2002-01-01;2018-05-25;;9;32;10;8;537
428953;['bossa nova', 'forro', 'mpb'];62;brazil;F;0;;1947.0;1976-01-01;2020-05-29;99.0;0;50;0;0;794
352002;['latin christian', 'latin worship'];63;guatemala;M;0;;1972.0;2011-02-17;2020-05-30;99.0;3;4;19;6;68
409277;['neo mellow', 'pop', 'pop rock'];71;ireland;M;0;;1991.0;2014-03-12;2020-05-15;99.0;0;19;0;31;343
813808;['argentine rock', 'latin alternative', 'latin rock'];64;argentina;G;1;1988.0;;1991-01-01;2020-01-01;;4;13;6;3;180
2896507;['desi pop', 'filmi', 'modern bollywood'];64;india;M;0;;1986.0;2011-01-03;2020-05-11;99.0;0;11;0;39;145
889437;['electropop', 'indie pop', 'indie poptimism'];74;uk;G;1;2014.0;;2015-03-04;2020-05-29;;3;6;9;35;128
377443;['alternative hip hop', 'east coast hip hop', 'hardcore hip hop'];67;us;M;0;;1970.0;1999-11-23;2020-04-24;99.0;23;9;35;8;169
307599;['alternative rock', 'chamber pop', 'funk', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'philly indie', 'shimmer pop', 'stomp and holler'];64;us;G;1;1999.0;;2003-01-01;2019-02-08;;6;18;9;18;270
453835;['adoracao', 'brazilian gospel', 'rock gospel brasileiro'];57;brazil;F;0;;1982.0;2004-06-08;2020-04-09;99.0;0;6;9;18;96
324067;['europop', 'italian arena pop', 'italian pop'];61;italy;M;0;;1972.0;1992-09-09;2020-05-29;99.0;0;39;0;11;469
14441917;['sertanejo'];85;brazil;F;0;;1994.0;2015-08-06;2020-05-01;99.0;27;7;33;11;128
369584;['alternative metal', 'alternative rock', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge'];59;us;G;1;1995.0;;2007-01-10;2020-05-08;;1;10;3;6;132
865389;['afrofuturism', 'alternative r&b', 'art pop'];70;us;F;0;;1985.0;2006-01-01;2019-11-29;99.0;0;7;5;38;204
494024;['dance pop', 'grupera', 'latin'];57;mexico;G;1;1993.0;;1993-01-01;2014-09-30;;27;9;35;6;130
17447991;['dance pop', 'hip pop', 'pop'];91;trinidad and tobago;F;0;;1982.0;2010-01-01;2020-05-08;99.0;0;39;0;11;776
4096536;['hip hop', 'philly rap', 'pop rap'];83;us;M;0;;1987.0;2011-01-21;2020-02-07;99.0;0;40;0;10;597
17835807;['k-pop', 'k-pop boy group'];94;south korea;G;1;2013.0;;2013-12-06;2020-02-28;;0;30;0;20;432
1523920;['dance pop', 'hip hop', 'hip pop'];67;us;M;0;;1970.0;1996-01-03;2018-02-02;99.0;13;14;11;21;308
591445;['boogaloo', 'latin jazz', 'salsa'];69;us;M;0;;1950.0;1980-01-01;2019-02-10;99.0;0;50;0;0;504
894975;['dance pop', 'disco', 'funk'];67;us;F;0;;1953.0;1978-10-13;2020-03-13;99.0;10;23;1;16;309
517970;['k-pop'];59;south korea;F;0;;2001.0;2013-06-19;2019-12-17;99.0;1;0;14;13;20
283618;['bachata', 'cumbia', 'dominican pop'];65;dominican republic;M;0;;1983.0;2011-01-01;2019-11-22;99.0;8;3;35;24;70
201625;['dance pop', 'europop'];61;us;F;0;;1968.0;1999-01-01;2017-09-15;99.0;0;33;0;17;480
4182240;['cancion melodica', 'latin', 'latin pop'];76;mexico;M;0;;1950.0;1986-12-01;2018-02-19;2016.0;0;50;0;0;750
503192;['cantautor', 'latin arena pop', 'latin pop'];63;spain;G;1;2003.0;;2003-01-01;2020-01-31;;18;13;21;17;194
206879;['dutch pop', 'dutch rock'];72;netherlands;F;0;;1995.0;2018-03-30;2020-03-23;99.0;0;0;0;50;53
319117;['country', 'country dawn', 'country rock'];57;us;F;0;;1958.0;1972-01-01;2020-05-21;99.0;1;42;0;7;611
210419;['j-pop', 'japanese r&b', 'japanese singer-songwriter'];53;japan;M;0;;1973.0;2009-05-13;2020-04-08;99.0;4;10;4;36;247
320621;['dance pop', 'hip pop', 'neo soul'];53;us;M;0;;1975.0;2004-05-23;2020-05-27;99.0;1;22;2;26;379
247193;['mellow gold', 'quiet storm', 'soft rock'];59;us;M;0;;1952.0;1982-03-08;2020-05-15;99.0;2;22;1;25;320
3547847;['conscious hip hop', 'g funk', 'gangster rap'];74;us;M;0;;1969.0;1990-03-16;2018-12-07;99.0;1;30;0;19;550
253599;['alternative dance', 'indie pop', 'indie poptimism'];62;us;G;1;2011.0;;2011-01-11;2020-02-14;;0;11;0;39;188
238691;['desi pop', 'filmi', 'modern bollywood'];63;india;M;0;;1983.0;2009-12-31;2020-05-19;99.0;0;8;0;42;131
337808;['acoustic pop', 'indie folk', 'neo mellow'];62;us;M;0;;1977.0;2004-01-01;2019-11-19;99.0;12;18;12;20;283
633086;['cali rap', 'pop rap', 'rap'];85;us;M;0;;1990.0;2013-04-02;2020-05-15;99.0;4;9;12;31;143
816841;['k-pop'];68;south korea;F;0;;1996.0;2016-12-28;2020-05-30;99.0;2;0;22;34;87
738704;['dance pop', 'pop'];61;us;M;0;;1994.0;2016-07-22;2018-05-03;99.0;12;0;16;7;7
581789;['german hip hop'];70;germany;M;0;;1998.0;2016-07-29;2020-05-14;99.0;1;6;20;28;114
659544;['contemporary country', 'country', 'country dawn'];62;us;F;0;;1964.0;1991-01-01;2019-08-30;99.0;23;22;21;4;260
219880;['brazilian edm'];69;brazil;M;0;;99.0;2015-01-01;2020-05-29;99.0;5;1;10;39;66
216057;[''];51;spain;M;0;;1990.0;2013-05-21;2020-05-29;99.0;15;2;24;28;69
556421;['chillwave', 'downtempo', 'indietronica'];66;us;M;0;;1977.0;2006-10-25;2020-02-28;99.0;0;15;0;35;231
3667077;['bachata', 'latin', 'latin hip hop'];77;us;G;1;1994.0;;1999-01-01;2019-04-05;;11;12;16;10;198
2990480;['dance pop', 'dancehall', 'pop'];82;jamaica;M;0;;1973.0;2000-01-01;2020-05-08;99.0;0;22;0;28;401
1722733;['atl hip hop', 'dance pop', 'hip hop'];75;us;M;0;;1988.0;2008-06-24;2020-03-12;99.0;0;26;0;24;457
626151;['latin jazz', 'salsa', 'tipico'];64;panama;M;0;;1948.0;1979-01-01;2019-05-17;99.0;0;50;0;0;601
367327;['pop', 'post-teen pop'];75;us;M;0;;2001.0;2018-05-20;2020-04-17;99.0;0;0;1;22;31
266426;['banda', 'regional mexican', 'regional mexican pop'];53;mexico;M;0;;1963.0;2012-05-15;2020-05-08;99.0;4;7;13;35;109
1280947;['latin', 'latin hip hop', 'pop reggaeton'];67;colombia;M;0;;1994.0;2015-10-28;2020-05-29;99.0;0;1;0;49;67
641300;['axe', 'pagode'];67;brazil;M;0;;1974.0;2000-01-01;2020-05-15;99.0;7;20;14;16;361
1213741;['brazilian rock', 'mpb', 'pop nacional'];66;brazil;M;0;;1953.0;1982-01-01;2020-05-14;99.0;0;42;0;8;678
3181904;['classical', 'classical era', 'early romantic era'];77;germany;M;0;;1770.0;2020-10-01;2020-05-29;1827.0;0;50;0;0;2266
3518980;['latin', 'reggaeton', 'reggaeton flow'];80;puerto rico;M;0;;1998.0;2017-12-13;2020-05-01;99.0;0;2;0;48;69
748587;['contemporary country', 'country', 'country road'];71;us;M;0;;1985.0;2011-08-03;2020-05-22;99.0;3;9;16;17;162
387584;['brazilian hip hop'];66;brazil;M;0;;1989.0;2015-04-13;2020-05-21;99.0;5;2;34;21;61
679123;['german hip hop'];72;germany;M;0;;1986.0;2008-01-01;2020-05-29;99.0;0;13;7;31;269
1868302;['chicago rap', 'drill', 'hip hop'];70;us;M;0;;1993.0;2015-11-15;2020-05-29;99.0;0;11;5;38;167
634773;['banda', 'cumbia', 'grupera'];70;mexico;G;1;1982.0;;1982-04-03;2020-05-22;;0;50;0;0;742
212162;['dance pop', 'pop', 'post-teen pop'];64;us;M;0;;1985.0;2015-10-13;2020-05-20;99.0;2;7;8;8;116
455147;['bow pop', 'chamber pop', 'compositional ambient'];69;iceland;M;0;;1986.0;2007-10-29;2020-05-01;99.0;0;26;0;24;371
997982;['acoustic pop', 'neo mellow', 'pop'];69;us;M;0;;1977.0;2003-01-01;2020-05-29;99.0;2;16;9;24;262
355456;['latin', 'pop reggaeton', 'puerto rican pop'];59;puerto rico;F;0;;1967.0;1992-05-19;2020-05-08;99.0;5;22;7;21;286
2486086;['alternative metal', 'canadian pop punk', 'canadian punk'];74;canada;G;1;1996.0;;2000-01-01;2019-07-19;;14;29;13;7;416
465421;['flamenco', 'rumba', 'world'];67;france;G;1;1978.0;;1983-01-01;2018-11-16;;14;30;15;1;381
1043072;['latin', 'salsa', 'salsa puertorriquena'];69;puerto rico;M;0;;1962.0;1986-01-01;2019-05-31;99.0;0;50;0;0;616
301819;['country rap', 'redneck'];69;us;M;0;;1986.0;2008-10-21;2020-05-22;1941.0;0;20;15;21;324
1982227;['funk carioca', 'funk ostentacao'];63;brazil;M;0;;1998.0;2016-02-19;2020-05-23;99.0;0;3;0;47;82
220085;['pinoy hip hop'];55;us;M;0;;1998.0;2015-04-05;2019-05-31;99.0;14;2;27;27;67
598822;['alternative metal', 'french death metal', 'french metal'];65;france;G;1;1996.0;;2001-03-19;2019-11-01;;15;26;20;3;337
450920;['classic italian pop', 'europop', 'italian arena pop'];60;italy;G;1;1989.0;;1992-01-01;2017-11-17;;14;12;30;5;218
955864;['gangster rap', 'hardcore hip hop', 'hip hop'];59;us;M;0;;1971.0;1993-01-01;2019-08-13;1996.0;4;2;13;3;27
1742296;['contemporary country', 'country', 'country dawn'];69;us;G;1;1998.0;;2002-07-05;2020-05-29;;19;12;25;13;164
207642;['grime', 'post-teen pop', 'uk hip hop'];65;uk;M;0;;1987.0;2011-01-01;2020-04-24;99.0;4;2;14;39;98
529063;['afrofuturism', 'alternative hip hop', 'electronica'];61;us;M;0;;1983.0;2007-01-01;2020-05-29;99.0;0;17;2;31;514
2518795;['latin', 'latin arena pop', 'latin pop'];75;spain;M;0;;1979.0;2002-01-01;2020-04-02;99.0;0;46;0;3;765
1267963;['funk carioca'];62;brazil;M;0;;1994.0;2017-11-24;2020-04-17;99.0;0;0;0;50;66
1678302;['latin', 'latin hip hop', 'reggaeton'];79;puerto rico;M;0;;1981.0;2007-05-06;2020-05-29;99.0;11;2;35;29;75
352811;['latin', 'latin hip hop', 'reggaeton'];43;puerto rico;G;1;1998.0;;2002-01-01;2017-04-12;;17;8;35;3;106
248100;['dance pop', 'electropop', 'indie electropop'];62;us;F;0;;1991.0;2013-11-11;2020-05-29;2015.0;9;0;14;38;53
745320;['alternative metal', 'gothenburg metal', 'groove metal'];68;sweden;G;1;1990.0;;1994-01-04;2020-03-06;;2;26;2;22;389
1431667;['dance pop', 'electro latino', 'latin'];76;spain;M;0;;1978.0;2011-01-01;2020-05-29;99.0;0;8;0;41;163
596275;['pop', 'tropical house'];71;uk;M;0;;1990.0;2013-01-01;2020-04-10;99.0;2;5;7;38;140
256764;['boy band', 'new jack swing', 'r&b', 'urban contemporary'];54;us;G;1;1985.0;;1991-07-23;2019-06-28;;5;6;41;1;92
1977626;['latin', 'latin hip hop', 'reggaeton'];69;puerto rico;M;0;;1981.0;2006-01-01;2020-04-18;99.0;0;15;0;35;271
471227;['latin viral pop'];58;spain;M;0;;1993.0;2016-09-23;2020-05-06;99.0;0;2;0;48;84
704174;['funk carioca', 'funk ostentacao'];49;brazil;M;0;;1993.0;2017-02-01;2020-03-27;99.0;0;1;0;49;84
2312946;['contemporary country', 'country', 'country road'];74;us;G;1;1999.0;;2000-01-01;2020-05-01;;0;31;0;19;456
267302;['arabesk', 'deep turkish pop', 'turkish pop'];48;turkey;M;0;;1955.0;1991-11-14;2020-03-27;99.0;7;17;14;5;189
309120;['grime', 'instrumental grime', 'uk hip hop'];64;uk;M;0;;1985.0;2008-01-01;2020-05-25;99.0;0;5;16;35;155
252232;['adult standards', 'brill building pop', 'easy listening'];61;uk;M;0;;1936.0;1974-01-01;2019-11-15;99.0;0;50;0;0;807
1477984;['funk', 'motown', 'soul'];67;us;M;0;;1933.0;1971-01-01;2019-10-25;2006.0;0;50;0;0;1277
233595;['electropop', 'indie r&b', 'indie soul'];54;us;F;0;;1964.0;2013-05-27;2020-05-26;99.0;7;2;20;20;63
388521;['axe', 'forro', 'pagode'];60;brazil;G;1;1995.0;;1996-01-01;2020-05-13;;0;36;4;11;530
4024222;['latin', 'latin hip hop', 'puerto rican pop'];80;puerto rico;M;0;;1978.0;2003-01-01;2019-12-06;99.0;0;23;0;27;398
524587;['funk', 'neo soul', 'new jack swing'];54;us;M;0;;1966.0;1983-01-01;2019-11-22;99.0;11;16;24;10;200
219579;['contemporary country', 'country', 'country pop'];62;us;M;0;;1979.0;2011-01-01;2020-04-24;99.0;1;5;4;15;61
635314;['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'symphonic rock'];61;us;M;0;;1950.0;1972-01-01;2019-07-14;99.0;16;30;11;4;410
521527;['dutch cabaret', 'dutch pop', 'dutch rock'];68;netherlands;M;0;;1966.0;1990-01-01;2019-09-27;99.0;2;26;2;22;443
974275;['sertanejo pop', 'sertanejo universitario'];69;brazil;F;0;;1989.0;2016-11-11;2020-05-22;99.0;30;3;34;13;63
3391521;['big room', 'dance pop', 'edm'];81;us;M;0;;1977.0;2007-01-01;2020-05-29;99.0;0;45;0;5;712
267893;['country', 'country road', 'country rock'];57;us;M;0;;1948.0;1971-01-01;2008-01-01;2005.0;11;38;9;0;488
523638;['alternative country', 'alternative rock', 'chamber pop', 'chicago indie', 'indie folk', 'indie pop', 'indie rock', 'pop rock', 'rock', 'roots rock', 'slow core', 'stomp and holler'];66;us;G;1;1994.0;;1995-01-01;2019-10-04;;11;22;9;15;405
223576;['funk carioca', 'funk ostentacao'];53;brazil;M;0;;1994.0;2013-09-30;2020-04-29;99.0;1;1;4;46;64
1015147;['latin hip hop', 'mexican hip hop', 'rap conciencia'];67;mexico;M;0;;1987.0;2012-01-01;2020-03-13;99.0;0;9;0;41;214
680648;['german hip hop'];83;germany;M;0;;1995.0;2016-12-29;2020-05-29;99.0;0;2;13;40;97
666751;['contemporary country', 'country', 'country road'];65;us;M;0;;1975.0;2008-01-01;2020-04-17;99.0;9;12;21;5;163
522416;['brazilian hip hop', 'funk ostentacao'];64;brazil;M;0;;1974.0;1999-09-06;2020-05-29;99.0;0;15;6;32;220
1021112;['bow pop', 'classify'];70;us;G;1;2011.0;;2012-01-01;2020-05-22;;0;16;0;34;259
265606;['turkish pop', 'turkish rock'];60;turkey;M;0;;1992.0;2017-04-20;2020-04-09;99.0;0;0;1;7;12
1599650;['latin', 'latin hip hop', 'perreo'];70;puerto rico;G;1;1975.0;;2012-01-10;2020-04-03;;0;4;0;46;86
243980;['hip hop', 'pop rap', 'rap'];50;us;G;1;2008.0;;2009-06-30;2017-08-25;;11;9;34;8;174
349340;['latin christian', 'latin worship'];60;brazil;M;0;;1984.0;2012-09-02;2020-04-29;99.0;1;2;43;17;46
241557;['flamenco', 'flamenco guitar', 'rumba'];56;spain;M;0;;1950.0;1992-01-01;2018-11-30;1992.0;0;50;0;0;1129
517903;['indie viet', 'v-pop', 'vietnamese hip hop'];58;vietnam;M;0;;1989.0;2014-11-24;2020-01-05;99.0;0;0;0;24;29
371914;['alternative rock', 'chamber pop', 'garage rock'];59;us;G;1;1998.0;;1999-09-06;2019-08-02;;2;26;0;22;411
358711;['francoton', 'french pop', 'variete francaise'];60;france;M;0;;1985.0;2010-10-04;2020-05-08;99.0;5;16;10;25;259
411564;['album rock', 'art rock', 'blues'];57;uk;M;0;;1944.0;1968-08-01;2020-04-16;99.0;3;41;0;6;511
285128;['uk dancehall', 'uk drill', 'uk hip hop'];68;uk;M;0;;1996.0;2016-08-25;2020-05-29;99.0;0;5;0;45;113
1088172;['k-hop', 'k-pop'];61;south korea;M;0;;1977.0;2005-07-23;2017-05-10;99.0;38;4;41;6;67
216664;['german pop'];71;philippines;M;0;;1993.0;2014-07-07;2020-05-19;99.0;10;3;20;27;97
501321;['alternative hip hop', 'east coast hip hop', 'gangster rap'];65;us;M;0;;1970.0;1996-01-01;2019-09-13;99.0;0;50;0;0;851
463810;['adult standards', 'brill building pop', 'disco'];65;us;F;0;;1940.0;1965-01-01;2019-10-18;99.0;0;50;0;0;617
1064135;['pop rap'];76;us;M;0;;1990.0;2013-02-20;2020-05-15;99.0;9;7;13;30;116
502855;['indie poptimism', 'modern rock', 'pop'];73;us;M;0;;1991.0;2013-07-30;2020-04-17;99.0;10;1;16;22;42
426169;['big room', 'deep big room', 'edm'];70;netherlands;G;1;1998.0;;2009-12-05;2020-04-03;;0;4;0;46;166
1857797;['classic opm', 'opm', 'pinoy reggae'];66;philippines;G;1;1993.0;;1997-01-01;2020-04-01;;24;14;24;3;275
200241;['alternative hip hop', 'hip hop', 'rap', 'underground hip hop'];59;us;M;0;;1991.0;2013-11-19;2020-05-08;99.0;0;4;36;15;77
842087;['dance pop', 'hip pop', 'neo soul'];57;us;M;0;;1978.0;2000-01-01;2019-08-23;99.0;7;12;22;14;189
248001;['brostep', 'canadian electronic', 'chillstep'];57;canada;G;1;2009.0;;2012-02-14;2020-05-08;;3;1;12;30;63
239424;['latin alternative', 'latin rock', 'mexican rock'];52;mexico;G;1;1996.0;;1999-01-01;2020-02-10;;10;5;14;1;62
334288;['contemporary country'];70;us;M;0;;1984.0;2014-10-06;2020-05-15;99.0;2;3;3;12;51
2388592;['alternative rock', 'permanent wave', 'pop rock'];76;us;G;1;1980.0;;1982-08-24;2019-10-25;;3;37;0;10;878
1104158;['blues rock', 'classic rock', 'rock'];67;us;M;0;;1926.0;1957-01-05;2019-11-15;99.0;9;36;1;4;762
316736;['latin', 'latin hip hop', 'reggaeton'];55;panama;M;0;;1983.0;2008-01-01;2020-04-24;99.0;0;3;4;43;88
1709682;['banda', 'grupera', 'norteno'];67;mexico;M;0;;1983.0;2006-01-01;2020-05-29;99.0;0;29;0;21;472
453106;['italian alternative', 'italian arena pop'];63;italy;M;0;;1989.0;2016-05-13;2020-01-31;99.0;3;3;14;18;84
1204065;['contemporary country', 'country', 'country road'];75;us;M;0;;1958.0;1989-03-04;2017-10-20;99.0;0;41;0;9;506
25714922;['canadian pop', 'dance pop', 'pop'];89;canada;M;0;;1998.0;2015-01-01;2019-11-13;99.0;0;11;17;22;181
233550;['classic bollywood', 'classic pakistani pop', 'filmi'];47;india;M;0;;1980.0;1998-01-01;2019-08-19;99.0;0;50;0;0;518
282549;['edm', 'electropop', 'jamtronica'];64;us;M;0;;1990.0;2011-06-28;2020-05-31;99.0;3;7;20;30;147
206220;['dark trap', 'emo rap', 'underground hip hop'];68;us;M;0;;1996.0;2017-01-07;2020-05-18;2017.0;1;2;22;38;90
441616;['deep indian pop', 'filmi', 'indian folk'];56;india;M;0;;1982.0;2001-04-25;2020-05-18;99.0;0;11;0;39;241
254985;['brazilian hip hop', 'trap brasileiro'];67;brazil;M;0;;99.0;2017-07-06;2020-05-29;99.0;0;2;22;44;68
1271053;['argentine rock', 'cumbia pop'];63;argentina;G;1;1998.0;;2003-10-21;2020-04-10;;2;10;5;20;180
1366824;['turkish hip hop', 'turkish pop'];72;turkey;M;0;;1995.0;2017-08-09;2020-04-10;99.0;0;0;1;13;17
709117;['deep pop r&b', 'melodic rap', 'pop rap'];71;us;M;0;;1998.0;2018-04-20;2020-05-29;99.0;6;2;31;32;84
1473853;['dance pop', 'electropop', 'europop'];71;uk;F;0;;1985.0;2006-08-05;2020-05-08;99.0;0;31;0;19;490
884111;['latin alternative', 'latin rock', 'mexican rock'];65;mexico;G;1;1968.0;;1987-10-06;2020-05-08;;1;40;7;6;538
470126;['classic italian pop', 'italian arena pop', 'italian pop'];58;italy;M;0;;1963.0;1989-01-01;2019-11-29;99.0;11;25;11;13;394
387730;['adoracao', 'brazilian gospel', 'world worship'];59;brazil;M;0;;1976.0;1999-12-07;2020-04-01;99.0;0;21;2;24;325
19015736;['latin', 'reggaeton'];97;colombia;M;0;;1985.0;2012-01-01;2020-03-19;99.0;0;11;0;39;236
8030384;['reggae'];83;jamaica;M;0;;1963.0;1971-01-01;2020-02-28;99.0;0;37;0;13;697
323544;['east coast hip hop', 'hip hop', 'hip pop'];59;us;F;0;;1978.0;1996-01-01;2020-02-03;99.0;28;9;38;2;144
3753996;['champeta', 'colombian pop', 'latin'];74;colombia;M;0;;1961.0;1993-01-01;2020-05-28;99.0;0;20;4;27;283
314410;['art pop', 'dance pop', 'electropop'];69;germany;F;0;;1992.0;2017-01-08;2020-05-29;99.0;0;3;8;32;78
296115;['atl hip hop', 'dirty south rap', 'gangster rap'];42;us;G;1;2003.0;;2005-06-21;2007-10-30;;8;6;44;0;92
273366;['new wave pop', 'soft rock'];56;us;F;0;;1970.0;1987-01-01;2020-03-20;99.0;5;8;27;14;188
1529071;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];62;brazil;G;1;2010.0;;2015-06-30;2020-04-24;;17;5;17;28;114
1195292;['francoton', 'french hip hop', 'french pop'];67;france;M;0;;1982.0;2010-01-01;2020-04-19;99.0;13;13;18;19;277
202301;['classic italian pop', 'europop', 'italian arena pop'];55;italy;M;0;;1959.0;1984-01-01;2020-05-28;99.0;0;26;1;23;406
1249212;['italian arena pop', 'italian pop'];69;italy;M;0;;1980.0;2001-10-26;2019-11-29;99.0;11;26;8;11;390
649298;['bachata', 'dominican pop', 'latin'];63;dominican republic;M;0;;1968.0;2001-01-01;2020-04-28;99.0;16;20;24;6;275
1732350;['brazilian rock', 'latin alternative', 'mangue bit'];69;brazil;G;1;1991.0;;1993-03-25;2020-04-10;;13;20;19;11;341
213737;['idol'];65;us;F;0;;1990.0;2011-01-01;2020-04-22;99.0;10;5;24;26;102
1691813;['dance pop', 'deep pop r&b', 'hip pop'];67;us;M;0;;1984.0;2004-09-28;2020-02-21;99.0;0;17;0;33;266
644533;['bronx hip hop', 'east coast hip hop', 'gangster rap'];63;us;M;0;;1971.0;1997-01-01;2020-05-22;2000.0;20;7;38;5;159
247728;['k-pop'];62;south korea;F;0;;1995.0;2017-04-21;2020-05-29;99.0;0;0;17;22;60
2842801;['dirty south rap', 'gangster rap', 'hip hop'];76;us;M;0;;1981.0;2006-01-01;2020-03-26;99.0;0;39;0;11;589
1351594;['banda', 'grupera', 'norteno'];68;mexico;M;0;;1981.0;2004-01-01;2020-05-09;99.0;0;20;0;30;306
1033159;['rumba', 'spanish pop'];71;spain;G;1;1999.0;;1999-10-18;2019-10-18;;10;19;17;15;302
419314;['sertanejo', 'sertanejo pop', 'sertanejo tradicional'];56;brazil;G;1;1970.0;;1981-01-01;2020-04-06;;0;33;13;4;458
1557692;['trap latino'];90;puerto rico;M;0;;1994.0;2016-03-14;2020-05-22;99.0;0;2;0;48;76
365361;['deep flow'];56;us;M;0;;1975.0;2013-01-01;2018-02-16;99.0;12;2;26;25;55
793815;['french hip hop', 'pop urbaine', 'rap conscient'];70;france;M;0;;1992.0;2014-01-01;2020-04-03;99.0;25;8;30;12;162
217105;['cantautor', 'nueva cancion', 'trova'];59;spain;M;0;;1974.0;1997-01-01;2020-05-08;99.0;16;23;20;8;355
433865;['arkansas country', 'country', 'country rock'];63;us;M;0;;1933.0;1966-01-01;2020-02-07;1993.0;0;50;0;0;679
637831;['atl hip hop', 'dirty south rap', 'pop rap'];61;us;G;1;2006.0;;2010-02-12;2018-12-29;;1;9;14;33;167
490243;['drum and bass'];65;uk;G;1;2003.0;;2005-04-04;2019-12-13;;0;16;0;34;361
3193503;['atl hip hop', 'dirty south rap', 'hip hop'];84;us;M;0;;1980.0;2015-11-12;2020-05-28;99.0;0;50;0;0;1084
357198;['latin', 'latin hip hop', 'perreo'];63;puerto rico;M;0;;1979.0;2004-12-21;2019-10-25;99.0;25;12;30;8;197
202754;['turkish modern jazz', 'turkish pop', 'turkish rock'];64;turkey;F;0;;1998.0;2016-12-30;2020-05-08;99.0;18;4;28;20;63
438997;['atl hip hop', 'chicano rap', 'melodic rap'];58;us;M;0;;1994.0;2013-06-08;2020-05-29;99.0;0;6;0;44;114
366143;['funk', 'neo soul', 'r&b'];59;us;M;0;;1966.0;2002-01-01;2020-02-21;99.0;10;15;23;15;268
328523;['country rap', 'crunk', 'dirty south rap'];58;us;M;0;;1982.0;2003-04-03;2020-05-19;99.0;0;19;6;27;352
298938;['desi pop', 'indian folk', 'punjabi pop'];46;india;M;0;;1984.0;2012-06-04;2020-04-30;99.0;0;8;0;42;123
302877;['african reggae', 'french reggae', 'reggae'];60;ivory coast;M;0;;1953.0;1982-01-01;2019-10-13;99.0;1;37;3;10;497
