name_original,followers,genres,popularity,nationality,sex,group,founded,born,first_release,last_release,died,compilations,total_albums,total_appears_on,total_singles,total_tracks
Yahir,596410,"['grupera', 'latin', 'latin arena pop']",59,mexico,M,0,,1979.0,2003-02-25,2019-11-29,99.0,7,19,10,21,294
Mount Kimbie,232280,"['art pop', 'bass music', 'chillwave']",58,uk,G,1,2008.0,,2009-03-16,2019-11-15,,2,6,5,39,164
Tyler Farr,502826,"['contemporary country', 'country', 'country pop']",59,us,M,0,,1984.0,2012-08-10,2020-01-24,99.0,5,2,9,7,29
Jack Harlow,217598,"['deep underground hip hop', 'pop rap', 'rap']",81,us,M,0,,1998.0,2015-11-13,2020-05-06,99.0,0,7,22,22,97
Funky,307839,"['latin christian', 'latin worship', 'rap cristiano']",62,puerto rico,M,0,,1974.0,2004-01-01,2020-05-15,99.0,2,6,19,17,95
3030,510788,"['brazilian edm', 'brazilian hip hop', 'trap brasileiro']",64,brazil,G,1,2008.0,,2012-01-05,2020-05-08,,0,8,0,42,148
Lalo Ebratt,634994,"['colombian hip hop', 'latin', 'latin pop']",78,colombia,M,0,,1993.0,2018-04-27,2020-04-16,99.0,8,0,20,30,34
Gigi D'Alessio,203791,"['canzone napoletana', 'classic italian pop', 'italian arena pop']",57,italy,M,0,,1967.0,1992-01-01,2020-05-01,99.0,0,47,0,3,648
ILOVEMAKONNEN,314092,"['atl hip hop', 'lgbtq+ hip hop', 'trap']",67,us,M,0,,1989.0,2014-01-09,2020-05-22,99.0,2,6,24,27,100
Faithless,386589,"['big beat', 'downtempo', 'electronica']",61,uk,G,1,1995.0,,1996-01-01,2018-06-03,,3,23,4,22,390
Claudio Baglioni,419432,"['classic italian pop', 'italian pop']",60,italy,M,0,,1951.0,1972-06-26,2018-02-23,99.0,0,50,0,0,1009
Fetty Wap,3716836,"['new jersey rap', 'pop rap', 'rap']",76,us,M,0,,1991.0,2015-09-25,2020-05-20,99.0,0,9,0,41,175
Henrique & Diego,1695888,"['brazilian edm', 'sertanejo', 'sertanejo pop']",64,brazil,G,1,2005.0,,2013-01-04,2019-12-20,,8,5,19,22,98
C2C,564022,['turntablism'],54,france,M,0,,1998.0,2012-01-01,2013-11-08,99.0,17,4,32,3,69
UNKLE,225190,"['alternative dance', 'big beat', 'electronica']",55,uk,G,1,1992.0,,1998-09-29,2019-10-10,,0,44,0,6,656
El Alfa,872780,"['dembow', 'latin', 'rap dominicano']",79,dominican republic,M,0,,1990.0,2013-01-01,2020-05-15,99.0,0,9,0,41,208
Luiza Possi,213852,"['mpb', 'nova mpb']",47,brazil,F,0,,1984.0,2002-09-07,2020-03-11,99.0,8,12,26,17,201
Joe Diffie,360872,"['country', 'country road', 'country rock']",66,us,M,0,,1958.0,1990-07-09,2020-04-27,2020.0,23,15,26,4,181
Alceu Valença,649645,"['forro', 'mangue bit', 'mpb']",64,brazil,M,0,,1946.0,1974-01-01,2020-02-07,99.0,0,40,0,10,575
Yelawolf,1321352,"['alabama rap', 'hip hop', 'pop rap']",70,us,M,0,,1979.0,2005-01-01,2020-02-27,99.0,2,22,4,24,363
Gloria Estefan,395648,"['dance pop', 'latin pop', 'new wave pop']",67,cuba,F,0,,1957.0,1987-02-06,2020-05-27,99.0,0,39,0,11,517
Santiago Cruz,562126,"['colombian pop', 'cumbia', 'ecuadorian pop']",61,colombia,M,0,,1976.0,2009-07-22,2020-05-30,99.0,7,9,23,22,147
Leonel García,435691,"['latin', 'latin pop', 'mexican pop']",65,mexico,M,0,,1975.0,2010-07-09,2020-05-08,99.0,7,9,31,17,181
Bun B,522012,"['dirty south rap', 'gangster rap', 'hip hop']",63,us,M,0,,1973.0,2005-01-01,2020-05-18,99.0,1,19,8,23,396
The White Stripes,2088849,"['alternative rock', 'blues rock', 'garage rock']",73,us,G,1,1997.0,,1998-01-01,2017-07-14,,0,20,0,30,341
Benito Di Paula,318291,"['brega', 'forro', 'mpb']",51,brazil,M,0,,1941.0,1974-05-26,2019-10-04,99.0,8,28,20,3,391
Letto,275421,['indonesian pop'],57,indonesia,G,1,2004.0,,2005-12-14,2019-12-18,,3,4,3,15,63
Hunter Hayes,960050,"['contemporary country', 'country', 'country road']",68,us,M,0,,1991.0,2011-01-01,2019-08-16,99.0,0,7,3,40,180
JENNIE,320366,['k-pop'],62,south korea,F,0,,1996.0,2018-12-11,2019-12-01,99.0,0,0,7,5,10
Kim Loaiza,444488,['latin viral pop'],55,mexico,F,0,,1997.0,2019-06-06,2019-12-12,99.0,0,0,0,3,3
Richard Ashcroft,254511,['britpop'],54,us,M,0,,1971.0,2000-01-01,2019-11-27,99.0,0,13,0,37,239
Jordan Fisher,223128,['post-teen pop'],59,us,M,0,,1994.0,2016-08-19,2020-04-07,99.0,37,0,39,12,15
Santana,1480103,"['blues rock', 'classic rock', 'mexican classic rock']",73,mexico,G,1,1966.0,,1969-08-30,2019-06-07,,0,50,0,0,679
Naughty Boy,275620,"['tropical house', 'uk contemporary r&b']",65,uk,M,0,,1985.0,2012-01-01,2020-02-07,99.0,11,7,13,30,213
Imagine Dragons,26579819,"['modern rock', 'rock']",89,us,G,1,2008.0,,2012-01-01,2019-06-20,,0,19,0,31,357
Lalah Hathaway,244665,"['neo r&b', 'neo soul', 'quiet storm']",53,us,F,0,,1968.0,1990-01-01,2020-05-08,99.0,11,11,25,20,169
Austin Mahone,1714634,"['dance pop', 'pop', 'post-teen pop']",66,us,M,0,,1996.0,2012-05-01,2020-03-06,99.0,0,6,0,44,147
Young Dolph,1247945,"['gangster rap', 'hip hop', 'rap']",71,us,M,0,,1985.0,2010-02-07,2020-05-29,99.0,0,32,0,18,484
Destiny's Child,3969661,"['dance pop', 'girl group', 'hip pop']",75,us,G,1,1990.0,,1997-08-12,2005-12-31,,0,16,0,34,362
Jessi Uribe,490435,['colombian pop'],64,colombia,M,0,,1987.0,2015-11-08,2020-05-29,99.0,3,2,15,35,60
"""Weird Al"" Yankovic",473532,"['antiviral pop', 'comedy rock', 'comic']",61,us,M,0,,1959.0,1983-01-01,2020-02-13,99.0,17,15,28,7,183
Pritam,1586873,"['desi pop', 'filmi', 'modern bollywood']",74,india,M,0,,1971.0,2010-02-24,2020-02-14,99.0,0,50,0,0,485
SHINee,1700564,"['k-pop', 'k-pop boy group', 'korean pop']",65,south korea,G,1,2008.0,,2008-05-22,2018-09-10,,0,28,0,22,501
Residente,668984,['venezuelan hip hop'],73,puerto rico,M,0,,1978.0,2017-03-31,2020-05-28,99.0,3,1,12,14,32
Alex Zurdo,544651,"['latin christian', 'latin worship', 'rap cristiano']",63,puerto rico,M,0,,1983.0,2005-01-01,2020-05-22,99.0,0,10,17,29,188
Anderson .Paak,1399247,['escape room'],79,us,M,0,,1986.0,2014-10-14,2020-05-29,99.0,2,12,11,27,206
Jason Mraz,5223810,"['acoustic pop', 'neo mellow', 'pop']",78,us,M,0,,1977.0,2002-10-15,2020-05-29,99.0,0,19,0,31,353
Rachelle Ann Go,290018,['opm'],52,philippines,F,0,,1986.0,2004-07-26,2016-06-05,99.0,28,5,43,5,80
City Girls,701220,"['pop', 'pop rap', 'trap queen']",73,us,G,1,2017.0,,2017-08-12,2020-04-24,,7,2,35,21,55
Mustafa Sandal,313890,['turkish pop'],63,turkey,M,0,,1970.0,1994-11-07,2020-04-02,99.0,0,27,0,23,326
Purity Ring,501040,"['art pop', 'canadian electropop', 'chillwave']",65,canada,G,1,2010.0,,2012-07-23,2020-04-03,,0,9,6,18,124
Los Rehenes,428676,"['banda', 'cumbia', 'duranguense']",62,mexico,G,1,1982.0,,2015-04-12,2019-08-02,,0,50,0,0,918
GAC (Gamaliél Audrey Cantika),242761,['indonesian pop'],52,indonesia,G,1,2008.0,,2012-06-26,2018-09-07,,5,3,9,14,49
Franz Liszt,424787,"['classical', 'late romantic era']",66,germany,M,0,,1811.0,2013-11-19,2020-05-30,1886.0,0,50,0,0,1529
Common,600810,"['alternative hip hop', 'chicago rap', 'conscious hip hop']",66,us,M,0,,1972.0,1992-06-10,2020-02-19,99.0,0,30,0,20,423
Axwell,1436201,"['big room', 'disco house', 'edm']",67,sweden,M,0,,1977.0,2010-04-10,2019-10-31,99.0,0,4,0,46,161
Teyana Taylor,763778,"['alternative r&b', 'deep pop r&b', 'hip pop']",69,us,F,0,,1990.0,2008-01-01,2020-05-22,99.0,16,9,23,19,140
Maxo Kream,278628,"['hip hop', 'houston rap', 'melodic rap']",64,us,M,0,,1990.0,2013-09-30,2020-05-08,99.0,0,6,29,29,120
The Temptations,1658255,"['adult standards', 'brill building pop', 'classic soul']",71,us,G,1,1959.0,,1969-01-01,2019-12-13,,0,50,0,0,529
Armin van Buuren,3408674,"['edm', 'progressive house', 'trance']",79,netherlands,M,0,,1976.0,2010-10-09,2020-05-29,99.0,0,50,0,0,2223
The Cardigans,543446,"['dance pop', 'lilith', 'new wave pop']",65,sweden,G,1,1992.0,,1994-01-01,2008-01-01,,2,17,4,27,278
Dem Franchize Boyz,228180,"['atl hip hop', 'crunk', 'dirty south rap']",51,us,G,1,2004.0,,2004-01-01,2018-11-01,,15,7,28,18,115
Sigma,236099,"['dance pop', 'drum and bass', 'edm']",69,uk,G,1,2010.0,,2015-03-23,2020-05-22,,0,9,0,41,200
João Gilberto,330763,"['bossa nova', 'brazilian jazz', 'jazz guitar']",67,brazil,M,0,,1931.0,1961-01-01,2020-05-18,2019.0,8,40,0,2,646
Jon Z,2035226,"['reggaeton flow', 'trap latino']",75,puerto rico,M,0,,1991.0,2015-11-25,2020-05-20,99.0,0,4,0,46,90
Merkules,218196,"['bc underground hip hop', 'canadian hip hop']",63,canada,M,0,,1992.0,2012-09-21,2020-05-29,99.0,0,26,0,24,361
Bingo Players,403332,"['big room', 'dance pop', 'deep big room']",60,netherlands,G,1,2006.0,,2008-07-15,2020-05-01,,0,5,0,45,149
Playboi Carti,3382870,"['atl hip hop', 'hip hop', 'rap']",82,us,M,0,,1996.0,2016-09-30,2020-05-01,99.0,22,3,39,10,61
Thelonious Monk,409293,"['bebop', 'contemporary post-bop', 'cool jazz']",58,us,M,0,,1917.0,1959-01-01,2020-04-17,1982.0,0,50,0,0,741
Agsunta,261860,"['opm', 'pinoy indie', 'pinoy rock']",52,philippines,G,1,99.0,,2017-10-13,2020-03-13,,1,1,4,11,34
Bob Dylan,4119754,"['album rock', 'classic rock', 'country rock']",78,us,M,0,,1941.0,1967-12-27,2019-11-01,99.0,0,50,0,0,780
Zaz,952047,"['chanson', 'french jazz', 'nouvelle chanson francaise']",67,france,F,0,,1980.0,2010-01-01,2020-04-16,99.0,1,21,6,25,324
Diogo Piçarra,247970,['portuguese pop'],54,portugal,M,0,,1990.0,2014-01-01,2020-04-30,99.0,21,8,22,20,147
Drowning Pool,1099428,"['alternative metal', 'groove metal', 'industrial metal']",63,us,G,1,1996.0,,2001-01-01,2016-02-05,,17,14,19,5,214
Mariah Carey,5519130,"['dance pop', 'pop', 'r&b']",79,us,F,0,,1969.0,1990-12-06,2019-11-01,99.0,0,42,0,8,659
Jay Critch,478473,"['nyc rap', 'rap', 'southern hip hop']",65,us,M,0,,1997.0,2017-10-01,2020-05-29,99.0,0,3,7,43,79
Daughtry,1363098,"['alternative metal', 'neo mellow', 'pop rock']",68,us,G,1,2006.0,,2006-01-01,2019-12-18,,13,20,13,17,316
Case,480442,"['dance pop', 'hip hop', 'hip pop']",58,us,M,0,,1975.0,1996-01-01,2020-05-08,99.0,22,11,34,8,189
Jimmy Cliff,495691,"['dub', 'reggae', 'roots reggae']",63,jamaica,M,0,,1948.0,1962-01-01,2020-04-28,99.0,5,34,0,11,481
Veysel,628413,"['albanian hip hop', 'deep german hip hop', 'german hip hop']",71,germany,M,0,,1984.0,2013-10-05,2020-05-01,99.0,1,6,18,30,121
Detonautas Roque Clube,668903,"['brazilian edm', 'brazilian rock', 'mpb']",60,brazil,G,1,1997.0,,2003-01-27,2020-05-22,,0,12,7,31,190
Cat Power,533794,"['anti-folk', 'art pop', 'chamber pop']",63,us,F,0,,1972.0,1995-01-01,2019-05-24,99.0,7,16,25,15,238
The Notorious B.I.G.,5011331,"['east coast hip hop', 'gangster rap', 'hardcore hip hop']",79,us,M,0,,1972.0,1994-01-01,2020-05-29,1997.0,5,10,18,23,262
Vicentico,917388,"['argentine rock', 'latin', 'latin alternative']",69,argentina,M,0,,1964.0,2003-02-20,2020-05-08,99.0,11,12,28,15,172
Mehmet Erdem,436842,"['turkish jazz', 'turkish pop', 'turkish rock']",54,turkey,M,0,,1988.0,2007-04-30,2019-12-09,99.0,13,8,23,8,123
TLC,2075207,"['atl hip hop', 'dance pop', 'girl group']",71,us,G,1,1991.0,,1992-02-25,2019-11-15,,5,11,3,31,264
OneRepublic,9753371,"['dance pop', 'neo mellow', 'piano rock']",84,us,G,0,,2002.0,2007-01-01,2020-05-29,99.0,0,23,0,27,376
Anderson Freire,1114460,"['adoracao', 'brazilian gospel']",60,brazil,M,0,,1980.0,2010-12-21,2020-05-26,99.0,3,12,22,25,194
Chris Rea,402575,"['album rock', 'art rock', 'blues rock']",60,uk,M,0,,1951.0,1978-10-11,2019-10-04,99.0,2,36,5,7,564
Banda Machos,667672,"['banda', 'cumbia', 'duranguense']",65,mexico,G,1,1990.0,,1992-11-13,2019-09-27,,0,41,3,6,564
Steve Lacy,346829,['rap'],72,us,M,0,,1998.0,2015-02-15,2020-04-03,99.0,2,2,24,17,61
Macaco,343523,"['latin alternative', 'spanish pop']",63,spain,M,0,,1972.0,1999-11-06,2020-05-31,99.0,0,20,3,29,378
UGK,518746,"['dirty south rap', 'gangster rap', 'hip hop']",62,us,M,0,,1987.0,1992-01-01,2020-01-31,99.0,12,22,20,7,356
Tim Maia,819796,"['bossa nova', 'brazilian boogie', 'brazilian soul']",65,brazil,M,0,,1942.0,1970-01-01,2020-03-29,1998.0,14,23,22,5,285
WizKid,379880,"['afro dancehall', 'afropop', 'azonto']",77,nigeria,M,0,,1990.0,2011-01-07,2020-05-22,99.0,0,4,0,46,110
Sérgio Reis,256510,"['brega', 'jovem guarda', 'sertanejo']",53,brazil,M,0,,1940.0,1962-01-03,2020-03-01,99.0,1,26,20,4,443
JayDaYoungan,517134,"['melodic rap', 'southern hip hop', 'trap']",70,us,M,0,,1998.0,2017-11-19,2020-05-31,99.0,1,8,29,28,125
Hoodie Allen,661514,"['indie pop rap', 'pop rap']",66,us,M,0,,1988.0,2011-01-01,2019-08-16,99.0,1,9,15,26,152
Baby Bash,512118,"['chicano rap', 'dance pop', 'dirty south rap']",65,us,M,0,,1975.0,2002-05-02,2020-05-05,99.0,0,34,0,16,564
BAEKHYUN,974745,['k-pop'],64,south korea,M,0,,1992.0,2016-07-01,2020-05-25,99.0,2,0,8,14,40
Gal Costa,333801,"['baile pop', 'bossa nova', 'forro']",62,brazil,F,0,,1945.0,1982-01-01,2020-03-27,99.0,0,50,0,0,834
Ely Guerra,263859,"['latin alternative', 'latin rock', 'mexican indie']",56,mexico,F,0,,1972.0,1999-01-01,2019-11-22,99.0,17,15,28,10,221
Donovan,392830,"['art rock', 'british folk', 'british invasion']",61,uk,M,0,,1946.0,1965-05-14,2019-12-05,99.0,10,37,0,3,623
Tha Dogg Pound,443359,"['g funk', 'gangster rap', 'hardcore hip hop']",56,us,G,1,1998.0,,2001-01-05,2019-03-29,,9,18,23,9,309
Ghulam Ali,261335,"['classic bollywood', 'classic pakistani pop', 'filmi']",40,pakistan,M,0,,1940.0,1980-01-01,2020-03-31,99.0,0,50,0,0,539
Luigi 21 Plus,563674,"['latin', 'latin hip hop', 'perreo']",64,puerto rico,M,0,,1977.0,2013-05-15,2020-03-26,99.0,4,7,22,34,132
Ken-Y,294970,"['latin', 'latin hip hop', 'reggaeton']",64,puerto rico,G,1,2003.0,,2006-09-19,2018-09-20,,25,4,31,15,77
Mura Masa,515323,"['channel islands indie', 'vapor soul']",70,uk,M,0,,1996.0,2014-11-17,2020-01-17,99.0,1,7,11,39,132
Juhn,500392,"['latin', 'reggaeton', 'reggaeton flow']",79,puerto rico,M,0,,1992.0,2016-04-19,2020-05-15,99.0,0,0,6,47,47
Aleyna Tilki,526737,['turkish pop'],60,turkey,F,0,,2000.0,2017-07-27,2020-02-28,99.0,6,0,12,9,9
Tony Bennett,517716,"['adult standards', 'easy listening', 'lounge']",65,us,M,0,,1926.0,1959-01-01,2019-04-05,99.0,0,50,0,0,728
LEE HI,494122,"['k-pop', 'korean pop']",63,south korea,F,0,,1996.0,2013-05-11,2020-05-12,99.0,4,5,34,24,134
Sarah Geronimo,1805149,"['classic opm', 'opm']",64,philippines,F,0,,1988.0,2003-01-01,2020-03-06,99.0,5,20,6,23,299
Big & Rich,758420,"['contemporary country', 'country', 'country road']",61,us,G,1,1998.0,,2004-04-20,2020-05-08,,4,10,21,18,152
Lyfe Jennings,694173,"['deep pop r&b', 'hip pop', 'neo soul']",51,us,M,0,,1978.0,2004-08-17,2020-04-13,99.0,3,12,12,30,228
EPMD,227953,"['east coast hip hop', 'gangster rap', 'hardcore hip hop']",56,us,G,1,1987.0,,1988-07-06,2020-05-22,,9,13,20,16,225
Kodaline,1860319,"['irish pop', 'modern rock', 'neo mellow']",75,ireland,G,1,2012.0,,2012-01-01,2020-05-01,,28,4,34,11,88
Denise Rosenthal,208807,['pop chileno'],63,chile,F,0,,1990.0,2008-10-28,2020-05-28,99.0,26,5,32,13,66
Kygo,6268291,"['edm', 'pop', 'tropical house']",88,norway,M,0,,1991.0,2014-10-17,2020-05-29,99.0,0,6,0,44,142
Kemuel,418008,"['adoracao', 'brazilian gospel']",64,brazil,G,1,2007.0,,2013-10-19,2020-05-08,,4,11,1,34,174
Charles Ans,632045,"['latin hip hop', 'mexican hip hop', 'perreo']",70,mexico,M,0,,1991.0,2015-01-29,2020-05-29,99.0,0,7,16,24,140
Edwin Luna y La Trakalosa de Monterrey,1676647,"['banda', 'regional mexican']",71,mexico,G,1,2011.0,,2012-04-24,2020-05-29,,0,13,0,37,209
Herbie Hancock,416452,"['bebop', 'contemporary post-bop', 'cool jazz']",61,us,M,0,,1940.0,1978-01-02,2019-05-03,99.0,0,50,0,0,532
Kontra K,1476050,"['christlicher rap', 'german hip hop']",77,germany,M,0,,1987.0,2010-01-01,2020-05-01,99.0,1,13,17,25,357
3 Doors Down,2661849,"['alternative metal', 'nu metal', 'pop rock']",73,us,G,1,1996.0,,2000-01-01,2019-07-25,,13,18,11,19,284
La Fuga,214154,"['cantautor', 'latin rock', 'punk urbano']",56,spain,G,1,1996.0,,1998-01-01,2019-07-05,,9,13,28,10,207
Sagopa Kajmer,1573142,"['turkish hip hop', 'turkish rock', 'turkish trap']",70,turkey,M,0,,1978.0,2003-06-06,2020-04-07,99.0,2,17,14,26,347
Harshdeep Kaur,786986,"['desi pop', 'filmi', 'modern bollywood']",59,india,F,0,,1986.0,2002-12-01,2020-05-19,99.0,5,4,9,38,87
TAEYEON,1309483,['k-pop'],71,south korea,F,0,,1989.0,2010-11-17,2020-05-04,99.0,6,5,19,19,111
Tedua,1028270,"['indie liguria', 'italian hip hop']",70,italy,M,0,,1994.0,2017-01-13,2020-05-21,99.0,0,3,32,12,62
Alex & Sierra,862437,"['neo mellow', 'pop', 'post-teen pop']",69,us,G,1,2013.0,,2014-01-01,2018-12-14,,23,2,31,8,35
Eric Church,2483591,"['contemporary country', 'country', 'country road']",76,us,M,0,,1977.0,2006-01-01,2019-11-08,99.0,3,19,8,26,365
Cidade Negra,917473,"['axe', 'brazilian reggae', 'brazilian rock']",60,brazil,G,1,1986.0,,1990-05-04,2019-07-12,,14,18,21,6,253
Prinz Pi,332221,"['german alternative rap', 'german hip hop', 'german pop']",63,germany,M,0,,1973.0,2006-06-22,2020-02-14,99.0,0,16,15,22,324
James Blunt,2164931,"['neo mellow', 'pop', 'pop rock']",76,uk,M,0,,1974.0,2004-01-11,2020-05-01,99.0,0,19,0,31,370
Gazapizm,1568197,['turkish hip hop'],72,turkey,M,0,,1988.0,2014-10-13,2020-05-01,99.0,3,3,14,10,48
D12,1369646,"['detroit hip hop', 'gangster rap', 'hardcore hip hop']",67,us,G,1,1996.0,,2000-01-01,2020-04-15,,28,3,38,14,79
John Anderson,249554,"['country', 'country road', 'country rock']",58,us,M,0,,1954.0,1980-01-01,2020-04-17,99.0,11,26,6,7,292
Scridge,263458,"['francoton', 'french hip hop', 'pop urbaine']",56,france,M,0,,1988.0,2016-01-01,2020-04-10,99.0,2,0,18,33,33
Bette Midler,352279,"['adult standards', 'mellow gold', 'new wave pop']",62,us,F,0,,1945.0,1972-01-01,2016-10-21,99.0,1,33,9,7,428
Buddy Guy,561529,"['blues', 'blues rock', 'chicago blues']",57,us,M,0,,1936.0,1991-01-01,2018-06-15,99.0,0,50,0,0,776
Amitabh Bachchan,242920,"['classic bollywood', 'filmi', 'ghazal']",47,india,M,0,,1942.0,1974-10-18,2020-05-27,99.0,0,50,0,0,431
Chris Brown,11128406,"['dance pop', 'pop', 'pop rap']",90,us,M,0,,1989.0,2005-01-01,2020-05-08,99.0,0,22,0,28,631
Billy Joel,2554593,"['album rock', 'classic rock', 'folk rock']",79,us,M,0,,1949.0,1971-01-11,2019-12-24,99.0,14,24,10,3,357
Five Finger Death Punch,3990856,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",80,us,G,1,2005.0,,2007-07-31,2020-02-28,,0,39,0,11,586
BOBBY,427987,['k-pop'],55,south korea,M,0,,1995.0,2014-08-14,2020-05-31,99.0,3,3,28,11,49
Zucchero,413033,"['classic italian pop', 'italian pop', 'italian pop rock']",64,italy,M,0,,1955.0,2003-10-21,2019-11-08,99.0,0,50,0,0,948
Lary Over,2588280,"['latin', 'latin hip hop', 'perreo']",71,puerto rico,M,0,,1995.0,2017-04-29,2020-05-05,99.0,0,1,0,49,63
Pusha T,1622721,"['gangster rap', 'hip hop', 'pop rap']",73,us,M,0,,1977.0,2011-08-11,2020-05-28,99.0,6,11,13,27,154
Pacificadores,697330,"['brasilia hip hop', 'funk carioca', 'funk ostentacao']",54,brazil,G,1,99.0,,2014-11-21,2020-04-24,,0,4,20,40,128
Avicii,17342363,"['big room', 'dance pop', 'edm']",86,sweden,M,0,,1989.0,2012-11-13,2020-01-24,2018.0,0,9,0,41,210
Yo Yo Honey Singh,3332403,"['desi pop', 'filmi', 'hindi hip hop']",68,india,M,0,,1983.0,2010-01-01,2020-05-31,99.0,0,22,0,27,230
Orishas,326454,"['conscious hip hop', 'cuban alternative', 'hip hop cubano']",61,cuba,G,1,1999.0,,1999-01-01,2020-05-01,,12,8,28,15,142
Maes,713513,"['french hip hop', 'pop urbaine']",79,france,M,0,,1995.0,2018-02-03,2020-05-29,99.0,26,3,33,14,55
Mc Daleste,214231,"['funk carioca', 'funk ostentacao']",42,brazil,M,0,,1992.0,2009-09-11,2020-05-28,2013.0,4,1,14,28,68
Thug Life,437777,"['gangster rap', 'hardcore hip hop', 'hip hop']",48,us,G,1,1993.0,,1994-01-01,2020-05-29,,1,1,11,24,35
Iyaz,537288,"['dance pop', 'pop rap', 'post-teen pop']",68,us,M,0,,1987.0,2009-11-08,2018-07-31,99.0,0,4,25,21,95
Cœur De Pirate,355015,"['french pop', 'nouvelle chanson francaise']",61,canada,F,0,,1989.0,2008-09-16,2019-10-16,99.0,0,23,0,27,333
Avine Vinny,390960,"['forro', 'funk carioca', 'sertanejo pop']",62,brazil,M,0,,1989.0,2016-11-04,2020-04-17,99.0,4,5,15,30,98
MC's Jhowzinho & Kadinho,852300,['funk carioca'],52,brazil,G,1,99.0,,2016-05-12,2020-04-15,,3,0,14,40,40
Carrie Underwood,3887484,"['contemporary country', 'country', 'country dawn']",74,us,F,0,,1983.0,2005-11-14,2019-01-25,99.0,20,12,26,10,247
Jason Isbell,235791,"['alternative country', 'deep new americana', 'folk']",59,us,M,0,,1979.0,2007-10-07,2019-10-04,99.0,12,8,32,11,115
Beret,1767640,"['spanish hip hop', 'spanish pop']",76,spain,M,0,,1996.0,2016-08-24,2020-05-14,99.0,8,2,19,22,54
Mc Lustosa,201526,[''],41,brazil,M,0,,99.0,2015-08-06,2020-03-16,99.0,0,0,7,48,62
Citizen Cope,262286,['neo mellow'],60,us,M,0,,1968.0,2002-01-01,2020-04-10,99.0,3,8,29,16,111
Ty Dolla $ign,3278011,"['hip hop', 'pop', 'pop rap']",88,us,M,0,,1982.0,2014-08-12,2020-05-14,99.0,0,12,0,38,248
Sech,3675032,"['panamanian pop', 'reggaeton']",92,panama,M,0,,1993.0,2014-01-01,2020-05-21,99.0,0,5,0,45,104
Belchior,432830,"['bossa nova', 'brazilian rock', 'forro']",60,brazil,M,0,,1946.0,1974-01-01,2020-05-27,99.0,6,35,14,0,548
Massive Attack,1360905,"['downtempo', 'electronica', 'trip hop']",68,uk,G,1,1988.0,,1991-10-06,2019-08-23,,10,16,9,22,276
2CELLOS,694122,"['bow pop', 'cello', 'classify']",65,croatia,G,1,2011.0,,2011-10-06,2018-10-19,,12,12,19,19,194
Colbie Caillat,1814333,"['acoustic pop', 'dance pop', 'neo mellow']",73,us,F,0,,1985.0,2007-01-01,2016-10-07,99.0,0,29,0,21,436
Franz Joseph Haydn,382813,"['classical', 'classical era']",60,austria,M,0,,1732.0,2018-07-12,2020-05-15,1809.0,0,50,0,0,955
Glenn Frey,288481,"['album rock', 'classic rock', 'country rock']",54,us,M,0,,1948.0,1982-01-01,2020-03-13,2016.0,25,11,34,3,185
Gestört aber GeiL,366670,"['german dance', 'german pop', 'partyschlager']",66,germany,G,1,2010.0,,2013-03-15,2020-04-24,,0,2,1,47,119
Killstation,205296,"['dark trap', 'emo rap', 'underground hip hop']",67,us,M,0,,1997.0,2015-02-10,2020-05-18,99.0,0,1,13,41,74
Patrulla 81,343216,"['banda', 'cumbia', 'duranguense']",54,mexico,M,0,,1981.0,2004-01-01,2020-01-29,99.0,9,37,9,4,502
Killswitch Engage,1167345,"['alternative metal', 'boston metal', 'groove metal']",68,us,G,1,1999.0,,2000-01-01,2020-05-08,,10,15,14,21,242
El Chapo De Sinaloa,904229,"['banda', 'cumbia', 'duranguense']",62,mexico,M,0,,1976.0,2008-01-01,2020-03-13,99.0,0,50,0,0,770
Harris Jayaraj,702946,"['deep indian pop', 'filmi', 'modern bollywood']",59,india,M,0,,1975.0,2005-05-28,2019-12-13,99.0,0,50,0,0,442
Cesare Cremonini,637507,"['classic italian pop', 'italian alternative', 'italian arena pop']",63,italy,M,0,,1980.0,2002-11-15,2020-02-28,99.0,8,14,19,9,275
Iam,309930,"['french hip hop', 'french reggae', 'rap conscient']",58,france,G,1,1989.0,,1991-01-01,2020-03-06,,0,24,0,26,835
Eazy-E,2492470,"['g funk', 'gangster rap', 'hardcore hip hop']",65,us,M,0,,1963.0,1988-09-13,2020-04-24,1995.0,31,7,36,4,90
Emiway Bantai,629249,"['desi hip hop', 'desi pop', 'hindi hip hop']",54,india,M,0,,1995.0,2018-07-27,2020-05-30,99.0,0,0,6,18,19
Anthony Santos,443463,"['bachata', 'dominican pop', 'latin']",59,us,M,0,,1981.0,1998-02-01,2020-05-27,99.0,3,7,11,30,106
Jimi Hendrix,4053765,"['acid rock', 'album rock', 'blues rock']",75,us,M,0,,1942.0,1967-12-05,2020-03-27,1970.0,13,29,6,4,444
The Isley Brothers,975104,"['classic soul', 'disco', 'funk']",67,us,G,1,1954.0,,1959-08-21,2017-07-28,,10,40,0,0,458
Ab-Soul,661903,"['alternative hip hop', 'conscious hip hop', 'hip hop']",65,us,M,0,,1987.0,2011-05-04,2020-05-22,99.0,3,4,43,16,80
Clueso,302249,"['german hip hop', 'german indie', 'german pop']",63,germany,M,0,,1980.0,2001-04-30,2020-05-29,99.0,1,12,19,25,276
